UniProtID	GeneID	Origin	Inf0h_counts	Inf15h_counts	Inf24h_counts	Inf48h_counts	Inf72h_counts	Inf0h_TMM	Inf15h_TMM	Inf24h_TMM	Inf48h_TMM	Inf72h_TMM	logFC_15h	pval_15h	FDR_15h	logFC_24h	pval_24h	FDR_24h	logFC_48h	pval_48h	FDR_48h	logFC_72h	pval_72h	FDR_72h	Ttest_FDR_24h	Ttest_FDR_48h	Ttest_FDR_72h
Q8IUR7	ARMC8	Host	1999	5041	1980.5	2082.5	2291	96.58487696	164.8193987	99.49627689	102.6442417	113.7836309	-0.033704244	0.919985236	0.999718578	0.09812054	0.577836555	0.785214799	0.172001747	0.437644351	0.721304381	0.207231772	0.193204756	0.462305243	0.05737	0.96303	0.97917
Q9NWL6	ASNSD1	Host	497.5	345	431	354.5	360.5	21.79214717	11.28004217	19.82935469	15.89010343	16.09070163	0.152478308	0.665337144	0.999718578	-0.201165397	0.554844585	0.768092426	-0.514770591	0.173000045	0.442421852	-0.364919039	0.32033165	0.598056153	NA	NA	NA
O95260-2	ATE1	Host	1358.333333	4589	999	1143.5	1081	65.88250426	150.0409087	50.46501184	57.32370949	55.15421121	-0.053824364	0.872594448	0.999718578	-0.258221501	0.20927768	0.451199755	-0.328657904	0.160984364	0.426281104	-0.192673058	0.346985271	0.62084009	0.17156	0.96303	0.97155
O95260	ATE1	Host	117.5	166	113	124	118	6.098508856	5.42749855	6.163471629	6.579598337	6.524778878	-0.096579902	0.793037041	0.999718578	0.008157833	0.976989731	0.991250635	0.174736646	0.562620549	0.808278827	-0.001139875	0.996584808	0.998682764	0.14535	0.96303	0.97384
Q6VMQ6	ATF7IP	Host	2883	1339	1459	1396.5	1581	141.247302	43.77964192	73.83414833	69.57457782	80.24872854	-0.382798803	0.258519525	0.999718578	-0.96220806	2.47E-05	0.000790522	-0.974057303	4.80E-05	0.001027624	-0.796279011	0.001317535	0.041701517	0.02065	0.21433	0.95947
Q9H7F0	ATP13A3	Host	1104	377	1287.5	1524.5	1183	54.20193825	12.32630695	67.65623538	77.48812525	62.25809403	0.3308475	0.347706869	0.999718578	0.37068321	0.140919422	0.355540364	0.46314448	0.049777797	0.202159526	0.105167447	0.635250413	0.826010987	0.21071	0.96303	0.97155
Q9P287-2	BCCIP	Host	2354.166667	3887	2172	2086.5	2133	112.4399484	127.0884751	107.5264233	101.630026	106.0176322	-0.132862508	0.692427503	0.999718578	-0.077012943	0.648152155	0.830908798	-0.084010685	0.703832675	0.879230835	-0.057861924	0.69385587	0.857072349	0.00777	0.97129	0.97155
Q9P287	BCCIP	Host	1304.5	3614	1343	1253.5	1376.5	62.52083295	118.1625287	66.99074768	61.92682626	68.90903386	-0.198985136	0.553743363	0.999718578	0.066959263	0.731568522	0.881227415	-0.034028484	0.884942615	0.955118536	0.173544764	0.335676248	0.612535156	0.0028	0.96303	0.97155
Q4VC05-2	BCL7A	Host	3772.333333	1563	2240	2228.5	2330.5	177.9369863	51.10349538	111.6466399	107.1068374	112.8824444	-0.196840363	0.5604153	0.999718578	-0.586028207	0.001693074	0.017587458	-0.696857397	0.001786124	0.019640067	-0.700505344	0.002127226	0.05208151	0.09281	0.70963	0.97917
O95861	BPNT1	Host	4875.833333	6239	5270	4385	4537.5	238.9015172	203.9889365	268.6133867	217.2148133	233.361758	-0.317010818	0.344772635	0.999718578	0.163474844	0.299815319	0.558412958	-0.101102499	0.622442052	0.841170861	-0.01294041	0.92168888	0.964748404	0.10681	0.53358	0.32332
A6NF51	BPNT1	Host	82	291	105.5	95	102	4.494618774	9.51447035	5.997242124	5.313010013	5.994369515	-0.093003419	0.792787543	0.999718578	0.444441755	0.245178178	0.49558207	0.214809695	0.601594029	0.829109324	0.514663523	0.260382664	0.541169713	NA	NA	NA
Q12830	BPTF	Host	18440.16667	14742	14154.5	13727	14513	897.0784822	482.0011062	713.2436946	683.9507722	728.1375086	0.277978942	0.406716544	0.999718578	-0.161559747	0.274473039	0.531376063	-0.420328242	0.048622211	0.199405421	-0.31942588	0.021824444	0.152771109	0.60988	0.97093	0.97155
E9PE19	BPTF	Host	280	696	181	211.5	174.5	14.98638367	22.75625898	10.12653564	11.62304305	9.845189443	0.515301637	0.135851415	0.999718578	-0.489067087	0.102190204	0.291801358	-0.547412324	0.070542754	0.257974883	-0.470513505	0.1173721	0.36514791	0.65853	0.96441	0.97155
Q9NPI1-2	BRD7	Host	2666.5	3442	2620	2970.5	2799	130.3953986	112.5388555	134.4294351	148.5154225	140.8464912	0.017020289	0.959612519	0.999718578	0.122273015	0.459386822	0.702126649	0.139782636	0.510060342	0.771205886	0.115901337	0.445656292	0.70013754	0.42518	0.96303	0.97155
Q8NDD1	C1orf131	Host	1954.833333	1655	989.5	1096	1052.5	90.8919999	54.11150663	48.12584899	52.14695194	49.64901952	-0.656724483	0.052507926	0.693574849	-0.928256197	0.000132906	0.002719344	-0.752496324	0.001725515	0.019156306	-0.985179125	0.004532411	0.074280439	0.02433	0.96303	0.66634
Q6NTE8	C5orf45	Host	1636.666667	2382	1378	1503	1498.5	75.14589218	77.88133461	66.20037798	69.75192474	69.61956512	0.191166559	0.570731972	0.999718578	-0.244484099	0.211792201	0.454541249	-0.12132211	0.597785504	0.827945286	-0.318272807	0.207951867	0.480254454	0.16583	0.96303	0.97155
Q9ULU8-4	CADPS	Host	2042.333333	567	1484.5	1501	1860.5	106.0644676	18.53850408	78.55140989	76.59574684	100.0030163	0.160512163	0.642303665	0.999718578	-0.158513162	0.439424724	0.686106816	-0.171124568	0.535737825	0.788193202	-0.031026535	0.854456917	0.935348132	0.47134	0.96303	0.98373
O43852-3	CALU	Host	4333	10031	5695.5	6320	5444.5	213.1403435	327.971313	295.6896731	318.7987339	278.3962845	0.433054176	0.196994459	0.999718578	0.601337551	0.001169775	0.013606866	0.72734281	0.000734792	0.009967239	0.325574288	0.042308248	0.210746874	0.03594	0.96303	0.97155
O43852-4	CALU	Host	275.6666667	811	309.5	328.5	281.5	14.43352548	26.51627304	17.0302232	17.54469802	15.71644974	0.229773266	0.502344518	0.999718578	0.480022411	0.079503481	0.248691331	0.580544912	0.049740846	0.202159526	0.088838648	0.726753414	0.874808565	0.02264	0.96303	0.97155
Q8IU85	CAMK1D	Host	799.1666667	3340	2201	2288.5	2368	38.02054665	109.2038865	108.286229	111.5893198	115.029721	0.050937044	0.879570529	0.999718578	1.491200458	6.00E-07	4.13E-05	1.700890514	8.31E-10	6.27E-08	1.468219564	0.000166522	0.016610161	0.47682	0.96303	0.97155
Q13555-6	CAMK2G	Host	562.8333333	1574	654	788.5	591	28.99088532	51.4631489	35.48647089	42.0107255	31.87702886	-0.013487532	0.968184638	0.999718578	0.331113624	0.1448364	0.362135925	0.537718604	0.035155084	0.161911538	0.084400096	0.676482489	0.848645943	0.88294	0.96303	0.97155
Q13951-2	CBFB	Host	3686	4418	3963	3873.5	3839	184.1233864	144.4499313	206.8229823	196.1858601	203.3506778	0.215073149	0.522064311	0.999718578	0.211804544	0.184963792	0.418542345	0.212090379	0.303139784	0.602652535	0.08121623	0.565111642	0.782469731	0.03895	0.81024	0.97155
Q13951	CBFB	Host	260.3333333	1350	316.5	297	274	11.40221601	44.13929544	14.56146348	13.31272417	12.22982592	0.406538495	0.231855874	0.999718578	0.219007446	0.548818852	0.763026694	0.094514093	0.809459306	0.92652719	0.269307181	0.489891792	0.732312805	NA	NA	NA
Q8N163	CCAR2	Host	15890.16667	20582	14146.5	14585.5	14484.5	757.4865928	672.9444286	701.3438797	707.1496646	714.5406435	-0.312790075	0.350345174	0.999718578	-0.0957323	0.517422847	0.741237883	-0.071771743	0.730312383	0.891353027	-0.036948366	0.732865397	0.87863289	0.05623	0.96725	0.5376
P15529-2	CD46	Host	496.1666667	751	558.5	611	547	25.66066875	24.55452657	30.68629831	33.09965846	30.7116821	0.168290902	0.623582247	0.999718578	0.26389868	0.336855746	0.594470849	0.026302484	0.920126246	0.968610791	-0.061153029	0.854080476	0.935348132	0.06351	0.77927	0.97155
P04233	CD74	Host	6674.833333	8364	5038.5	4448	3140	322.3846315	273.4674571	262.1460966	231.7517924	162.3564197	-0.018933418	0.9549365	0.999718578	-0.387587608	0.190292413	0.424861262	-0.70146985	0.167319697	0.434503627	-0.85549779	0.00522307	0.079183451	0.02429	0.28537	0.64522
P04233-2	CD74	Host	516.1666667	1506	549.5	480.5	206.5	26.91955121	49.23983624	30.47273336	26.3563822	11.59150365	-0.084224645	0.803365025	0.999718578	-0.175816764	0.487109301	0.721268934	-0.394342928	0.283900758	0.583340891	-1.282108319	0.001789499	0.048143498	0.06594	0.39035	0.97155
Q7Z7K6	CENPV	Host	2745.833333	5429	3191	3265	3284.5	135.2405586	177.5053592	166.3086032	165.9461141	165.5482204	0.140433979	0.675585903	0.999718578	0.345890125	0.047393697	0.178903732	0.313938411	0.140559036	0.39348068	0.31247693	0.121952764	0.371492175	0.35545	0.96303	0.97155
Q7Z7K6-3	CENPV	Host	289.6666667	282	288.5	318.5	304.5	13.95354932	9.22020838	14.66594311	15.60873198	15.11057236	0.177855413	0.617987209	0.999718578	0.243953517	0.350871097	0.607906797	0.250728812	0.373503889	0.66856285	0.032051451	0.895739711	0.954701842	0.39211	0.96303	0.97155
Q12873-3	CHD3	Host	14939.16667	16659	14999.5	15744	14233.5	740.1023111	544.6789057	778.912088	808.2897927	739.1527808	0.187866476	0.574750298	0.999718578	0.110664714	0.454079679	0.698270944	0.128085447	0.543562803	0.793469955	-0.000385242	0.997121992	0.998854611	0.16281	0.96303	0.97155
Q9HD42	CHMP1A	Host	2441.166667	6321	2417.5	2754	2349.5	123.1141421	206.66999	127.9632828	143.535115	125.5393944	0.010844158	0.974199191	0.999718578	0.06461576	0.694000437	0.858290507	0.186177682	0.390240746	0.682300759	0.027023656	0.853657451	0.935348132	0.48161	0.96303	0.97155
P0CG12	CHTF8	Host	625.5	132	384.5	309.5	403	32.4527755	4.31584222	20.40494017	16.08240839	21.40100714	-0.251229651	0.50225832	0.999718578	-0.536002317	0.03041821	0.133624628	-1.028465983	0.000301723	0.005052289	-0.344785065	0.175047998	0.441779985	0.05444	0.96303	0.9897
Q14011	CIRBP	Host	3722.833333	6959	3342.5	2450	2954	177.4645991	227.529894	166.5645711	117.967955	146.65531	0.143336943	0.669037818	0.999718578	-0.054052614	0.727685767	0.879177903	-0.606567636	0.006038596	0.047951416	-0.214851134	0.166020815	0.433107245	0.4533	0.96303	0.72747
Q8WWK9	CKAP2	Host	6183.166667	11903	9829.5	8589	5859	285.9114725	389.1778026	480.1091356	411.5058379	285.2791554	1.607528544	2.88E-06	0.000159117	0.863204132	4.22E-05	0.001123595	0.618906747	0.003808576	0.034306935	0.101033817	0.53756024	0.766081908	0.05472	0.96303	0.52676
Q8WWK9-5	CKAP2	Host	17.33333333	127	44	28.5	21.5	0.759537762	4.152363348	2.024342474	1.277483633	0.959639625	1.637423489	9.36E-05	0.00392058	1.076823173	0.014302697	0.080908101	0.422133394	0.364705519	0.659542514	0.502842596	0.376901917	0.646540992	NA	NA	NA
P30622	CLIP1	Host	6957.333333	8515	7239.5	7002	7700.5	343.8947466	278.404519	367.7390544	344.7223245	389.4375284	0.024991223	0.94054156	0.999718578	0.164850994	0.311792923	0.571727827	0.089647952	0.666761824	0.861576617	0.153911503	0.316981329	0.595108294	0.96932	0.97777	0.97155
P30622-2	CLIP1	Host	42.16666667	239	39	24.5	33.5	2.313188158	7.814290081	2.21698998	1.370197319	1.968739007	-0.032385388	0.928045988	0.999718578	-0.054994763	0.886657683	0.952344781	-0.330869053	0.469550375	0.741632305	-0.473639019	0.343317812	0.618232498	NA	NA	NA
O75153	CLUH	Host	7117.666667	12969	6162.5	5831	6452.5	355.0468065	424.0314982	315.9722774	293.3880887	341.5639915	-0.005521134	0.986842701	0.999718578	-0.247408063	0.131897024	0.341871997	-0.129046448	0.524566099	0.781722085	-0.057247241	0.636648042	0.826181634	0.29664	0.96303	0.97917
I3L2B0	CLUH	Host	458.5	660	350.5	367	356.5	23.0370397	21.5792111	18.18496966	18.49325114	19.08523072	0.050574288	0.882980837	0.999718578	-0.394520496	0.117724489	0.318235114	-0.040663898	0.879712232	0.95276598	-0.336661074	0.165119782	0.432688883	0.09553	0.96303	0.97155
P62633-4	CNBP	Host	4105.666667	6352	4572.5	3777	4171.5	202.3558857	207.683559	231.0713867	189.1013905	214.0009067	-0.1163915	0.728491976	0.999718578	0.275278298	0.098699175	0.286398145	0.035330655	0.863126915	0.946250656	-0.107226625	0.450733835	0.704468006	0.22957	0.96303	0.57138
P62633	CNBP	Host	568.6666667	610	578	836	481	26.23968519	19.94442238	27.93642493	39.11601347	23.1369504	0.193347106	0.575138133	0.999718578	0.590436894	0.019977622	0.100775725	0.99335955	0.000334249	0.005460986	-0.705898101	0.0159931	0.133900741	0.9643	0.96303	0.97384
A5YKK6	CNOT1	Host	12172	22845	10294	11034.5	10031	588.9610787	746.9349661	518.8532468	544.6933659	499.1186383	-0.062944235	0.850785515	0.999718578	-0.142697302	0.337447269	0.595091322	-0.085200385	0.678736995	0.86696889	-0.230907043	0.097574616	0.329121036	0.02154	0.96303	0.97155
P46108	CRK	Host	2471.333333	3144	3191.5	3179.5	3273.5	120.8486527	102.7955147	160.5711498	155.663149	165.1137777	0.00195501	0.995361161	0.999718578	0.468682899	0.010287768	0.064336463	0.451786778	0.041210274	0.179790875	0.415367773	0.031110924	0.179354476	0.39583	0.96303	0.97155
P46108-2	CRK	Host	96.16666667	170	94.5	108.5	111	4.658204134	5.558281647	4.75958385	5.313051182	5.611646155	-0.022315227	0.951663228	0.999718578	0.005969127	0.982431978	0.992466493	0.261231156	0.389679925	0.681852392	0.33747594	0.26185736	0.542884859	0.07971	0.96303	0.97155
P48729-2	CSNK1A1	Host	3155.166667	3877	3511	3350	3304.5	155.8018671	126.7615173	181.4971328	170.9940744	173.4584033	0.146548652	0.66276856	0.999718578	0.235602091	0.14224273	0.357759329	0.227764181	0.285734889	0.584924885	0.062963785	0.665838201	0.843329074	0.04598	0.96303	0.97155
Q13620-1	CUL4B	Host	6937.666667	10663	4972.5	4116	5221.5	343.4067253	348.6350424	255.5113292	205.4458241	268.4852148	-0.198970815	0.55254402	0.999718578	-0.409767858	0.014397806	0.081331968	-0.745337741	0.000567062	0.008216803	-0.315077546	0.042371417	0.210746874	0.00046	0.96303	0.97155
P39880-3	CUX1	Host	8172.333333	9192	7751.5	7826	6494.5	390.607973	300.5395583	392.7202515	386.7033462	323.9550174	0.309302889	0.356406859	0.999718578	0.074174953	0.637145168	0.822817669	0.056344931	0.781656707	0.913517417	-0.271418598	0.063721259	0.258699338	0.32493	0.96303	0.97155
Q13948	CUX1	Host	634	800	527	512.5	564.5	28.95980448	26.15661952	25.14024626	23.78277108	26.03002118	-0.093478362	0.784386186	0.999718578	-0.060670935	0.791513756	0.909924756	-0.365153539	0.174117711	0.444637926	-0.44362753	0.092363311	0.318846999	0.03636	0.96303	0.97155
Q9UJU6-3	DBNL	Host	3897.666667	8739	3741.5	3762	4243	187.68686	285.7283725	188.5199304	184.9761737	214.5138871	0.302787926	0.366660755	0.999718578	0.050028014	0.751359818	0.890561902	-0.127012838	0.536390839	0.788645594	0.266579311	0.13350019	0.388819762	0.09677	0.96303	0.97155
Q9UJU6	DBNL	Host	217.5	70	145.5	191.5	201	10.43428797	2.288704208	7.539505345	9.399822437	10.22236721	0.043932789	0.915301464	0.999718578	-0.331093492	0.268359612	0.524338337	-0.178100317	0.535665558	0.788193202	-0.031991722	0.915101314	0.962066264	0.13091	0.96303	0.97155
Q92841	DDX17	Host	18360.5	42106	17617.5	18250	18348	918.1573536	1376.688277	913.8997944	924.9708586	957.4362135	-0.09524773	0.775837712	0.999718578	0.016768979	0.907542912	0.960444193	0.057037008	0.786095901	0.915307943	0.094190821	0.401531448	0.665453864	0.01136	0.96441	0.97242
Q92841-3	DDX17	Host	434.5	648	389	397.5	477	22.30519211	21.18686181	20.57946085	20.52652879	25.70746168	-0.239978257	0.484242324	0.999718578	-0.076724516	0.747517941	0.887958923	-0.096896099	0.714759769	0.883004488	0.257769885	0.254056367	0.534677688	0.554	0.96303	0.97242
O00273	DFFA	Host	3072	7390	2928	3112.5	2972.5	149.9271294	241.6217728	147.7382024	152.2769079	149.0499124	-0.377691657	0.260310331	0.999718578	0.033069298	0.833655956	0.929217459	0.060580985	0.776316643	0.911898068	-0.029351051	0.855359886	0.935923597	0.2771	0.96303	0.97155
Q9Y485	DMXL1	Host	4068.333333	1224	3722	3970	4371.5	204.2675253	40.01962786	194.3965995	206.1514114	232.3127147	0.355914645	0.295656463	0.999718578	0.053812736	0.730536309	0.881024095	-0.120554108	0.557425046	0.803388847	0.164369438	0.337069394	0.613819901	0.78363	0.96303	0.97155
O00429-6	DNM1L	Host	13480	17658	12546	12084	13735.5	661.0659672	577.3419843	634.3305095	591.0533407	703.483484	-0.079325104	0.812645952	0.999718578	0.005909919	0.969293209	0.98767192	-0.099663899	0.639496601	0.848910702	0.063892678	0.563297115	0.781431937	0.19219	0.96303	0.97155
O00429-2	DNM1L	Host	312	40	308	245.5	308.5	14.18752221	1.307830976	14.54431223	11.2540936	14.39160557	-0.060144158	0.895808053	0.999718578	-0.128262461	0.633555157	0.819995801	-0.503788543	0.094329104	0.309716051	-0.059890397	0.807867848	0.911867475	0.01256	0.96303	0.97155
P50570-4	DNM2	Host	5289.5	19089	5814	6617	6515.5	262.2465455	624.1296375	299.2340874	331.2676731	335.9168032	-0.04990536	0.881453611	0.999718578	0.288344202	0.075461351	0.240771969	0.40024479	0.05438463	0.214116269	0.350725757	0.02748145	0.169830699	0.67624	0.96303	0.97155
P50570-2	DNM2	Host	191.6666667	434	230.5	244	269.5	9.43293924	14.18996609	12.04626318	12.3193059	14.17732808	0.25089589	0.472828955	0.999718578	0.423511701	0.133030546	0.342814958	0.490004618	0.090827479	0.302171715	0.445295716	0.126221351	0.377424702	0.03807	0.96303	0.97155
P26358-2	DNMT1	Host	27983.16667	37023	21879	18591.5	18304	1379.354422	1210.495655	1103.448258	927.4715925	935.5575962	0.202596796	0.544904623	0.999718578	-0.314161058	0.056364554	0.19862888	-0.574951859	0.009031586	0.063386026	-0.498711612	0.00261358	0.056585907	0.4052	0.96441	0.97155
F5GX68	DNMT1	Host	245.1666667	297	145.5	127.5	165.5	11.45759352	9.710644996	7.057209298	6.092541116	7.846346036	-0.466018454	0.185687089	0.999718578	-0.881366741	0.004115045	0.033105165	-1.088811394	0.000488214	0.007230044	-0.527639428	0.133780271	0.389225456	0.07671	0.96303	0.50406
Q9ULA0	DNPEP	Host	1492.333333	5337	1472	1326	1619	75.2465204	174.497348	76.45897672	67.24161807	85.61258994	-0.403295451	0.229843295	0.999718578	0.079307392	0.673381521	0.845766351	-0.173753567	0.448203068	0.727833249	0.289237324	0.110730503	0.353662799	0.39988	0.96303	0.97155
P29692-2	EEF1D	Host	10435.83333	22096	11069.5	10696.5	11473	513.681628	722.4458311	563.0510401	523.5975048	593.5089735	0.128648128	0.700681566	0.999718578	0.18097688	0.25172102	0.503504503	0.154065083	0.465595649	0.739815449	0.144229653	0.251021623	0.532506533	0.70401	0.96441	0.98576
Q9UI10-2	EIF2B4	Host	3051.333333	4493	2742	3068	3122	145.101862	146.9021144	135.2519386	148.0673048	154.9383224	-0.057640586	0.863657777	0.999718578	-0.150905524	0.351199845	0.607906797	0.043645354	0.836386336	0.935535129	0.158845358	0.292264439	0.574117726	0.07956	0.96303	0.97155
Q9UI10	EIF2B4	Host	254.8333333	311	197	198.5	252	12.99236263	10.16838584	10.44539281	10.16879014	13.5446323	-0.126381215	0.720046363	0.999718578	-0.238362803	0.368662872	0.624457116	-0.319564572	0.268810335	0.566305393	0.088207601	0.7211157	0.871928811	0.03076	0.96303	0.98181
Q04637-8	EIF4G1	Host	19769.66667	39340	17854	16909	19038.5	975.0486947	1286.251765	909.8240386	844.888613	989.1043032	-0.069828685	0.834637327	0.999718578	-0.10649642	0.475593494	0.714464018	-0.134959458	0.520727507	0.778880426	0.03083931	0.777283189	0.900432423	0.16641	0.97382	0.99904
Q04637	EIF4G1	Host	324.8333333	169	315.5	323.5	279.5	15.41018962	5.525585873	15.57217175	15.58859837	14.01591322	0.433295255	0.247159797	0.999718578	-0.07261858	0.776372742	0.901648274	0.13174194	0.637970439	0.848551812	-0.114262236	0.662407574	0.840687219	0.03039	0.96303	0.97155
P78344	EIF4G2	Host	10345.66667	21598	8912	9353	10326.5	515.164401	706.1633354	457.844542	470.509792	544.9292083	0.154258963	0.644884945	0.999718578	-0.16734249	0.281782027	0.539407485	-0.009350843	0.963467977	0.986195313	0.036167779	0.762531621	0.893819994	0.72332	0.96303	0.97155
P78344-2	EIF4G2	Host	86.16666667	138	75	57	61.5	4.020509207	4.512016867	3.667346031	2.77146473	3.133698676	0.306740738	0.420105158	0.999718578	-0.201137382	0.474237615	0.71360897	-0.551126882	0.091591251	0.304211106	-0.038875536	0.916757165	0.962984089	0.55411	0.96303	0.97155
O43432-3	EIF4G3	Host	6649.666667	10311	6778.5	7263	6873.5	332.3503308	337.1261298	353.1136201	371.2597883	361.7614002	-0.134360268	0.688323133	0.999718578	0.107709663	0.479028543	0.716925236	0.187062743	0.356243371	0.652129791	0.104253235	0.412592885	0.674219719	0.01054	0.98225	0.98672
Q8N766	EMC1	Host	2211	7601	2772	3350.5	2858.5	105.492812	248.5205812	137.8731361	163.9664407	140.4281088	-0.126228114	0.706446311	0.999718578	0.381508778	0.028053761	0.12683195	0.674035496	0.002621916	0.026307067	0.453311757	0.023400897	0.157606802	0.40479	0.96303	0.97155
P11171	EPB41	Host	4138	6468	4333.5	4166.5	4438.5	197.6119656	211.4762688	216.3526345	202.9742473	223.3035152	0.015083207	0.964117183	0.999718578	0.148687643	0.346773378	0.604006093	0.004067502	0.984164941	0.994515493	0.251978976	0.143053042	0.403235089	0.36197	0.96303	0.65126
Q9H2F5	EPC1	Host	1140	334	1014.5	987	988.5	54.29475308	10.92038865	51.04265606	48.19929303	49.2163864	-0.223259936	0.524709573	0.999718578	-0.065300973	0.749696659	0.889506148	-0.093290585	0.695772003	0.875891552	-0.120965251	0.518597605	0.749704687	0.07575	0.99232	0.97155
A0FGR8-6	ESYT2	Host	1708	6650	2508.5	2707	2304.5	82.96276613	217.4268997	129.1966052	135.7827998	115.9691952	0.307473255	0.359655045	0.999718578	0.742808864	0.000653548	0.008911683	0.678780669	0.003089245	0.029264436	0.484934412	0.014179635	0.127159813	0.16409	0.96303	0.97155
H7BXI1	ESYT2	Host	77	47	108.5	134	127	3.373134437	1.536701397	4.99184451	6.006414273	5.66856895	0.467868957	0.311438483	0.999718578	0.522726766	0.174153634	0.403870093	0.792071083	0.058019513	0.225783745	0.763064931	0.120461537	0.370097094	NA	NA	NA
Q01844-5	EWSR1	Host	3865	4773	5802.5	5158.5	5858.5	190.2200176	156.0569312	288.4738189	248.9273687	289.2567397	-0.255920778	0.445872609	0.999718578	0.536143784	0.01075765	0.06609922	0.355261094	0.102478521	0.32487771	0.732289193	0.141277441	0.401214014	0.61021	0.96538	0.98181
Q9NVK5	FGFR1OP2	Host	1079.166667	2058	1502.5	1559.5	1352.5	50.99777367	67.28790371	76.81633617	76.85868285	67.88727698	0.014177202	0.966472636	0.999718578	0.737855811	0.006660557	0.04705587	0.746294132	0.002627121	0.026307067	0.417686316	0.10234143	0.337653494	0.70691	0.96303	0.97155
Q9NVK5-2	FGFR1OP2	Host	21.16666667	351	44.5	39.5	41.5	1.160271722	11.47621681	2.529642413	2.209093637	2.438885636	-0.059061964	0.866344018	0.999718578	1.315851232	0.004335072	0.034293439	0.843842068	0.067631639	0.250459479	1.05038962	0.080746593	0.295290326	NA	NA	NA
Q6UN15	FIP1L1	Host	3565.166667	4781	2875.5	3496.5	3106.5	176.1216641	156.3184974	148.6392565	174.6186435	159.6315155	-0.11848196	0.724052247	0.999718578	-0.158222063	0.31341078	0.572880793	0.065705603	0.752228053	0.899308638	-0.117801156	0.40615016	0.669328036	0.06911	0.96303	0.98264
Q6UN15-3	FIP1L1	Host	212	205	188.5	223	185.5	9.286770482	6.702633751	8.672467189	9.995749127	8.279681419	-0.004426467	0.990264073	0.999718578	-0.068779783	0.853185471	0.938700619	0.138985107	0.72567298	0.888994112	-0.184670374	0.641577222	0.828430955	NA	NA	NA
Q13045	FLII	Host	5092.833333	17042	7049.5	7398	7767	244.3773339	557.2013873	352.8469462	361.4123409	386.9358862	-0.027256433	0.935092805	0.999718578	0.556020674	0.001784033	0.01813504	0.593571197	0.004762025	0.040457163	0.615815618	0.001989355	0.049555825	0.02541	0.96303	0.98246
Q06787-7	FMR1	Host	2701.333333	5137	2634.5	2857.5	2839	134.4026018	167.9581931	137.4700948	144.9047308	146.2854874	0.089079091	0.790661423	0.999718578	0.113869269	0.478794525	0.71672473	0.167611276	0.432701249	0.717848259	0.105737031	0.470860574	0.719620469	0.38255	0.96303	0.97155
Q06787-8	FMR1	Host	240.1666667	1039	220	248	246.5	10.52221076	33.9709096	10.12171237	11.1163488	11.00237989	0.021961268	0.948526706	0.999718578	-0.091466403	0.805572782	0.915765821	0.047084001	0.904916825	0.962744777	0.039790513	0.916905145	0.962984089	NA	NA	NA
Q96RU3	FNBP1	Host	5693.5	15063	7360	6218.5	7181	288.3463935	492.4964497	385.7088893	315.3982012	379.3167729	0.074206982	0.824569927	0.999718578	0.55625142	0.001767268	0.018032842	0.250128506	0.231210754	0.523386712	0.415096778	0.015946586	0.133695705	0.41056	0.96441	0.97703
E9PCH4	FNIP1	Host	4290.5	4956	3469.5	3360	3662.5	204.281931	162.0402579	171.5567677	165.6690485	178.8300064	0.296248965	0.377914379	0.999718578	-0.237026139	0.140093367	0.354232319	-0.31110176	0.136026172	0.387528146	-0.250337165	0.105384421	0.342239897	0.41718	0.96303	0.47615
Q8TF40	FNIP1	Host	371.1666667	103	204	164	273.5	16.26648313	3.367664763	9.385587834	7.351133887	12.20750872	-0.246497395	0.521979046	0.999718578	-0.682078022	0.077428201	0.244572385	-1.028478504	0.01208445	0.078151917	-0.627169623	0.131226415	0.384997599	NA	NA	NA
